from,to,date,rating,,,,,,,,,,,,,,,,,,,,
auss,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
auss,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
auss,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
auss,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
auss,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
auss,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
auss,geo,23_01_26,1,,,,,,,,,,,,,,,,,,,,
auss,hac,23_01_26,1,,,,,,,,,,,,,,,,,,,,
auss,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p80,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p80,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p80,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p80,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p80,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p80,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p80,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p80,rial,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p80,geo,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p80,hecc,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p80,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rial,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rial,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rial,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rial,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rial,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rial,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rial,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rial,geo,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rial,hecc,23_01_26,1,,,,,,,,,,,,,,,,,,,,
rial,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p81,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p81,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p81,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p81,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p81,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p81,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p81,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p81,jiba,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p81,ind,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p81,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jiba,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jiba,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jiba,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jiba,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jiba,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jiba,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jiba,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jiba,ind,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jiba,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p82,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p82,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p82,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p82,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p82,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p82,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p82,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p82,visp,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p82,ind,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p82,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
visp,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
visp,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
visp,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
visp,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
visp,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
visp,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
visp,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
visp,ind,23_01_26,1,,,,,,,,,,,,,,,,,,,,
visp,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p83,af,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p83,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p83,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p83,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p83,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p83,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p83,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p83,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p83,jesh,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p83,ind,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p83,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jesh,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jesh,af,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jesh,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jesh,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jesh,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jesh,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jesh,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jesh,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jesh,ind,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jesh,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p84,af,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p84,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p84,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p84,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p84,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p84,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p84,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p84,erho,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p84,ind,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p84,hrc,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p84,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
erho,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
erho,af,23_01_26,1,,,,,,,,,,,,,,,,,,,,
erho,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
erho,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
erho,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
erho,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
erho,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
erho,ind,23_01_26,1,,,,,,,,,,,,,,,,,,,,
erho,hrc,23_01_26,1,,,,,,,,,,,,,,,,,,,,
erho,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p85,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p85,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p85,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p85,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p85,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p85,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p85,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p85,clhi,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p85,loui,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p85,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
clhi,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
clhi,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
clhi,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
clhi,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
clhi,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
clhi,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
clhi,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
clhi,loui,23_01_26,1,,,,,,,,,,,,,,,,,,,,
clhi,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p86,af,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p86,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p86,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p86,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p86,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p86,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p86,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p86,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p86,tomc,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p86,cal,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p86,hbc,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p86,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
tomc,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
tomc,af,23_01_26,1,,,,,,,,,,,,,,,,,,,,
tomc,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
tomc,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
tomc,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
tomc,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
tomc,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
tomc,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
tomc,cal,23_01_26,1,,,,,,,,,,,,,,,,,,,,
tomc,hbc,23_01_26,1,,,,,,,,,,,,,,,,,,,,
tomc,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p87,af,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p87,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p87,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p87,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p87,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p87,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p87,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p87,dais,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p87,cal,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p87,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
dais,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
dais,af,23_01_26,1,,,,,,,,,,,,,,,,,,,,
dais,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
dais,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
dais,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
dais,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
dais,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
dais,cal,23_01_26,1,,,,,,,,,,,,,,,,,,,,
dais,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p88,af,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p88,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p88,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p88,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p88,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p88,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p88,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p88,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p88,anlu,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p88,fl,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p88,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
anlu,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
anlu,af,23_01_26,1,,,,,,,,,,,,,,,,,,,,
anlu,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
anlu,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
anlu,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
anlu,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
anlu,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
anlu,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
anlu,fl,23_01_26,1,,,,,,,,,,,,,,,,,,,,
anlu,ushor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p89,rb,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p89,ack,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p89,boo,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p89,chki,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p89,bookck,23_01_26,1,,,,,,,,,,,,,,,,,,,,
chki,rb,23_01_26,1,,,,,,,,,,,,,,,,,,,,
chki,bookck,23_01_26,1,,,,,,,,,,,,,,,,,,,,
chki,ack,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p90,pair,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p90,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p90,cor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p90,can,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p90,grl,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p90,chn,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p90,gd,23_01_26,1,,,,,,,,,,,,,,,,,,,,
pair,can,23_01_26,2,,,,,,,,,,,,,,,,,,,,
pair,chn,23_01_26,2,,,,,,,,,,,,,,,,,,,,
nas,gd,23_01_26,1,,,,,,,,,,,,,,,,,,,,
can,chn,23_01_26,2,,,,,,,,,,,,,,,,,,,,
can,grl,23_01_26,2,,,,,,,,,,,,,,,,,,,,
gd,grl,23_01_26,1,,,,,,,,,,,,,,,,,,,,
gd,can,23_01_26,1,,,,,,,,,,,,,,,,,,,,
chn,cor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p91,tva,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p91,mt,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p91,meli,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mt,tva,23_01_26,1,,,,,,,,,,,,,,,,,,,,
mt,meli,23_01_26,1,,,,,,,,,,,,,,,,,,,,
tva,meli,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p91,w,23_01_26,3,,,,,,,,,,,,,,,,,,,,
mt,w,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p92,cor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p92,pair,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p92,chsc,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p92,ny,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p92,gapr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
chsc,ny,23_01_26,1,,,,,,,,,,,,,,,,,,,,
chsc,gapr,23_01_26,2,,,,,,,,,,,,,,,,,,,,
chsc,cor,23_01_26,2,,,,,,,,,,,,,,,,,,,,
chsc,pair,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p93,envins,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p93,cor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p93,envins,23_01_26,2,,,,,,,,,,,,,,,,,,,,
envins,envins,23_01_26,1,,,,,,,,,,,,,,,,,,,,
envins,cor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p94,pair,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p94,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p94,nato,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p94,grl,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p94,davos,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p94,bop,23_01_26,1,,,,,,,,,,,,,,,,,,,,
nato,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
nato,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
nato,grl,23_01_26,1,,,,,,,,,,,,,,,,,,,,
grl,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
grl,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
davos,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
bop,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
grl,nato,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p95,pair,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p95,cor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p95,tikt,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p95,jdv,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p95,xi,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p95,chn,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p95,usa,23_01_26,1,,,,,,,,,,,,,,,,,,,,
tikt,usa,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jdv,usa,23_01_26,1,,,,,,,,,,,,,,,,,,,,
xi,chn,23_01_26,1,,,,,,,,,,,,,,,,,,,,
xi,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
chn,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
xi,usa,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p96,pair,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p96,cor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p96,pmca,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p96,can,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p96,bop,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p96,usa,23_01_26,1,,,,,,,,,,,,,,,,,,,,
pmca,can,23_01_26,1,,,,,,,,,,,,,,,,,,,,
pmca,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
can,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
bop,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
bop,can,23_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
pmca,bop,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p97,pair,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p97,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p97,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p97,nato,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p97,usa,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p97,sb,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p97,bp,23_01_26,1,,,,,,,,,,,,,,,,,,,,
nato,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
nato,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
nato,usa,23_01_26,1,,,,,,,,,,,,,,,,,,,,
sb,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
bp,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p98,cor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p98,pair,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p98,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p98,gn,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p98,cal,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p98,davos,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p98,sf,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p98,la,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p98,pnw,23_01_26,1,,,,,,,,,,,,,,,,,,,,
gn,cal,23_01_26,2,,,,,,,,,,,,,,,,,,,,
gn,cor,23_01_26,2,,,,,,,,,,,,,,,,,,,,
gn,cr,23_01_26,2,,,,,,,,,,,,,,,,,,,,
gn,davos,23_01_26,2,,,,,,,,,,,,,,,,,,,,
gn,sf,23_01_26,2,,,,,,,,,,,,,,,,,,,,
cal,cr,23_01_26,2,,,,,,,,,,,,,,,,,,,,
sf,cal,23_01_26,1,,,,,,,,,,,,,,,,,,,,
la,cal,23_01_26,1,,,,,,,,,,,,,,,,,,,,
gn,pnw,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p99,cor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p99,jp,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p99,fedr,23_01_26,2,,,,,,,,,,,,,,,,,,,,
jp,fedr,23_01_26,2,,,,,,,,,,,,,,,,,,,,
jp,cor,23_01_26,2,,,,,,,,,,,,,,,,,,,,
fedr,cor,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p100,endor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p100,eco,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p100,ta,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p100,ep,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p100,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p100,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p100,sec,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p100,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p100,fball,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p100,totu,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p100,al,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p100,ussen,23_01_26,1,,,,,,,,,,,,,,,,,,,,
totu,endor,23_01_26,1,,,,,,,,,,,,,,,,,,,,
totu,eco,23_01_26,1,,,,,,,,,,,,,,,,,,,,
totu,ta,23_01_26,1,,,,,,,,,,,,,,,,,,,,
totu,ep,23_01_26,1,,,,,,,,,,,,,,,,,,,,
totu,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
totu,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
totu,sec,23_01_26,1,,,,,,,,,,,,,,,,,,,,
totu,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
totu,al,23_01_26,1,,,,,,,,,,,,,,,,,,,,
totu,ussen,23_01_26,1,,,,,,,,,,,,,,,,,,,,
al,eco,23_01_26,1,,,,,,,,,,,,,,,,,,,,
ussen,eco,23_01_26,1,,,,,,,,,,,,,,,,,,,,
fball,totu,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p101,pair,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p101,eco,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p101,tikt,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p101,jdv,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p101,xi,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p101,chn,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p101,usa,23_01_26,1,,,,,,,,,,,,,,,,,,,,
tikt,eco,23_01_26,1,,,,,,,,,,,,,,,,,,,,
tikt,usa,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jdv,usa,23_01_26,1,,,,,,,,,,,,,,,,,,,,
xi,chn,23_01_26,1,,,,,,,,,,,,,,,,,,,,
xi,usa,23_01_26,1,,,,,,,,,,,,,,,,,,,,
xi,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
chn,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
jdv,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p102,pair,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p102,cor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p102,pmca,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p102,can,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p102,bop,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p102,usa,23_01_26,1,,,,,,,,,,,,,,,,,,,,
pmca,can,23_01_26,1,,,,,,,,,,,,,,,,,,,,
pmca,bop,23_01_26,2,,,,,,,,,,,,,,,,,,,,
pmca,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
can,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
bop,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
bop,can,23_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p103,pair,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p103,nas,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p103,le,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p103,im,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p103,nato,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p103,usa,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p103,sb,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p103,bp,23_01_26,1,,,,,,,,,,,,,,,,,,,,
nato,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
nato,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
nato,usa,23_01_26,1,,,,,,,,,,,,,,,,,,,,
nato,sb,23_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,nas,23_01_26,1,,,,,,,,,,,,,,,,,,,,
usa,sb,23_01_26,1,,,,,,,,,,,,,,,,,,,,
sb,im,23_01_26,2,,,,,,,,,,,,,,,,,,,,
sb,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
bp,le,23_01_26,1,,,,,,,,,,,,,,,,,,,,
bp,im,23_01_26,2,,,,,,,,,,,,,,,,,,,,
bp,sb,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p104,cor,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p104,pair,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p104,cr,23_01_26,3,,,,,,,,,,,,,,,,,,,,
p104,gn,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p104,cal,23_01_26,2,,,,,,,,,,,,,,,,,,,,
p104,davos,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p104,sf,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p104,la,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p104,pnw,23_01_26,1,,,,,,,,,,,,,,,,,,,,
gn,cal,23_01_26,1,,,,,,,,,,,,,,,,,,,,
gn,davos,23_01_26,2,,,,,,,,,,,,,,,,,,,,
gn,cor,23_01_26,2,,,,,,,,,,,,,,,,,,,,
gn,cr,23_01_26,2,,,,,,,,,,,,,,,,,,,,
cal,cr,23_01_26,1,,,,,,,,,,,,,,,,,,,,
davos,pair,23_01_26,1,,,,,,,,,,,,,,,,,,,,
sf,cal,23_01_26,1,,,,,,,,,,,,,,,,,,,,
la,cal,23_01_26,1,,,,,,,,,,,,,,,,,,,,
la,sf,23_01_26,1,,,,,,,,,,,,,,,,,,,,
p105,eco,23_01_26,3,,,,,,,,,,,,,,,,,,,,
